,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,category,,,,,
60481,zBlh5vP_qkSNR5Cc6lWG4w,"""Little Ceasars Pizza""",,"""1360 W Cheyenne""",Las Vegas,NV,89030,36.21802355,-115.1595861,1.5,21,1,other,,,,,
60504,YTfXZ9tbTBJkWsDI7cMDWQ,"""Liang's Kitchen""",,"""5570 W Flamingo Rd, Ste 110""",Las Vegas,NV,89103,36.1152757,-115.2176805,4,82,1,Chinese,,,,,
60518,AH0S8pIC160m-vtfbUwA3g,"""El Regio""",Northwest,"""5601 N Tenaya Way, Ste 104""",Las Vegas,NV,89130,36.2636158,-115.2513918,4,24,0,Mexican,,,,,
60714,uh7DUWtPoZkuEE05fghJ_w,"""Beauty & Essex""",The Strip,"""3708 S Las Vegas Blvd""",Las Vegas,NV,89109,36.110199,-115.175373,4,551,1,American,,,,,
60823,7nRlDLrob6oK5zmGo4Vpbg,"""Blueberry Hill Family Restaurant """,,"""4875 W Flamingo Rd""",Las Vegas,NV,89103,36.114985,-115.207537,3.5,351,1,American,,,,,
60857,O1RT7gIIFGwGE9OKS7dotA,"""Damiano's Pizza""",Sunrise,"""2775 S Nellis Blvd""",Las Vegas,NV,89121,36.139241,-115.066883,4,4,0,other,,,,,
60897,MsQTe82TCbZXDPG4LOgVoA,"""Port of Subs""",Summerlin,"""8552 W Lake Mead Blvd""",Las Vegas,NV,89128,36.2006158,-115.2799579,3,12,1,other,,,,,
61169,FevycwulBfHEZt77dv2EyA,"""Carmine's""",Westside,"""2940 S Durango Dr""",Las Vegas,NV,89117,36.136073,-115.278408,3.5,37,0,other,,,,,
61258,kd1VNJdd92T2eQ4hqvYQ5A,"""Above the Crust""",Northwest,"""7810 W Ann Rd""",Las Vegas,NV,89149,36.2638786,-115.2659113,4,215,1,other,,,,,
61558,xxAGaqYnboeR0SilS7DbAg,"""Stripchezze Food Truck""",,"""""",Las Vegas,NV,89101,36.1697096,-115.1236952,4.5,55,1,American,Food Trucks,Wedding Planning,American (New),Sandwiches,
61582,HQMMKfEe3lmtLVXhPWKXRw,"""Joe's Island Grindz""",Westside,"""6475 W Charleston Blvd, Ste 110""",Las Vegas,NV,89146,36.1587068,-115.2367353,4.5,29,0,other,,,,,
61660,YcGHCoSkl2PLKsHQCiu0HA,"""Rodolfo's Mexican Grill""",Southeast,"""9111 Las Vegas Blvd S""",Las Vegas,NV,89123,36.02432639,-115.1729259,4.5,52,1,Mexican,,,,,
61769,yp2nRId4v-bDtrYl5A3F-g,"""Nittaya's Secret Kitchen""",Summerlin,"""2110 N Rampart, Ste 110""",Las Vegas,NV,89128,36.1980614,-115.2825097,4.5,533,1,other,,,,,
62024,e0JOkQYz_cnz91k6X55PLw,"""Sinatra""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.129913,-115.165432,4,494,1,Italian,,,,,
62157,sARavfidmIS878q5BtlyVQ,"""é by José Andrés""",The Strip,"""3708 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10999572,-115.1736045,4.5,322,1,Mediterranean,,,,,
62393,dFmaYj3_cZpmEaL4WSOkPg,"""Sorrento Pizza""",,"""860 N Rainbow Blvd""",Las Vegas,NV,89107,36.1809428,-115.2413137,3,67,1,other,,,,,
62454,Ysgtu1olgNPFLXYS0yl9hg,"""McDonald's""",,"""5111 Boulder Hwy""",Las Vegas,NV,89122,36.1128082,-115.0622887,2,8,1,Fast Food,,,,,
62537,oRcOwWXWqXwIQ0iOGHxQHg,"""Picanha Steak Truck""",Downtown,"""""",Las Vegas,NV,,36.1699412,-115.1398296,4,25,1,other,,,,,
62588,JSUmoa3hFNfoDYLbYNNLOQ,"""El Nopal Mexican Grill""",Northwest,"""3231 N Decatur Blvd, Ste 101""",Las Vegas,NV,89130,36.21762843,-115.2083331,4,20,1,Mexican,,,,,
62836,217u7Wad7y90x4el26-TIw,"""Capriotti's Sandwich Shop""",Centennial,"""7240 W Azure Dr, Ste 155""",Las Vegas,NV,89130,36.2744842,-115.2525559,4,79,1,other,,,,,
62978,APAsM2DPl9FH0sC6jFEaXQ,"""Snacks""",The Strip,"""3600 S Las Vegas Blvd""",Las Vegas,NV,89109,36.11382484,-115.1755528,3,52,1,other,,,,,
63031,YIbsxjyP2jNzoH9RlxaSYA,"""Star Mexican Grill""",Spring Valley,"""10140 W Tropicana Ave""",Las Vegas,NV,89147,36.1002396,-115.3132027,3.5,8,0,Mexican,,,,,
63149,Zlp8PGIssxgUMdaa2cksCA,"""Hunan Chilli Kingdom""",Chinatown,"""3460 Arville St, Ste 7""",Las Vegas,NV,89102,36.12706244,-115.1987287,2,5,1,Chinese,,,,,
63216,Fkpl9XOvqp2MXCAXsC-zWw,"""Jack In the Box""",University,"""4866 S Maryland Pkwy""",Las Vegas,NV,89119,36.10177434,-115.1365815,2,23,1,other,,,,,
63421,1u7fJVL82JEznv76noobVQ,"""McDonald's""",,"""4350 N Nellis Blvd""",Las Vegas,NV,89115,36.23886112,-115.0598882,1.5,5,1,Fast Food,,,,,
63437,0yjLZZx708uJbierAonqQg,"""Church's Chicken""",Chinatown,"""4880 Spring Mountain Rd""",Las Vegas,NV,89102,36.1265403,-115.2076721,3.5,45,1,other,,,,,
63710,z45xS0Kc6GpiITwrpkRVdQ,"""Joe Vicari's Andiamo Italian Steakhouse""",Downtown,"""301 Fremont St""",Las Vegas,NV,89101,36.16944,-115.142905,4.5,470,1,Italian,,,,,
63740,5XKz4CGyjYD_jzoxlPqRQw,"""Blueberry Hill Family Restaurant""",Downtown,"""1723 E Charleston Blvd""",Las Vegas,NV,89104,36.159189,-115.127554,3,11,0,other,,,,,
63866,G1lB2bUf1MT1FZT8TBy62g,"""Rubalcabas Taco Shop""",Sunrise,"""5185 E Lake Mead Blvd""",Las Vegas,NV,89156,36.1959255,-115.0603261,4,44,1,Mexican,,,,,
64095,I6Vg6g9IX51-2mXo4HDd-Q,"""Charlie's Bar""",Spring Valley,"""4420 S Durango Dr""",Las Vegas,NV,89147,36.1089399,-115.2785772,3,4,0,other,,,,,
64112,hqvqLihniz0ynit9c36JHg,"""Biwon Korean BBQ & Sushi Restaurant""",Westside,"""2721 W Sahara Ave""",Las Vegas,NV,89102,36.1439175,-115.1789793,4,438,1,other,,,,,
64227,WrHu03srbhJAw6bnTIixdw,"""Kobe Sushi Bistro""",Spring Valley,"""6375 S Rainbow Blvd, Ste 102""",Las Vegas,NV,89118,36.07245501,-115.243511,3.5,381,0,other,,,,,
64471,LA9KIu-g3VaoFQsYHL2yRA,"""The Teriyaki Company""",Sunrise,"""719 N Nellis Blvd""",Las Vegas,NV,89110,36.1762837,-115.0622524,3.5,11,0,Japanese,,,,,
64519,gpflXHwzORmGqJNgkKtkEA,"""Catfish Alley""",Southeast,"""467 E Silverado""",Las Vegas,NV,89183,36.0121499,-115.1533034,4,47,0,other,,,,,
64552,TOrphxql7UfJ77vXG4G4aQ,"""Tipicos Centro America Restaurant""",Sunrise,"""1945 N Nellis Blvd""",Las Vegas,NV,89115,36.1947029,-115.0632463,3,8,1,Mexican,,,,,
64560,NA0kabFgJySn6g6JxlCvPw,"""Harry O's BBQ""",Downtown,"""1616 S Las Vegas Blvd""",Las Vegas,NV,89104,36.1512851,-115.1525326,3,15,0,other,,,,,
64566,mbOkgswPkYbbIUflogSC9A,"""Nagoya Japanese Restaurant""",Spring Valley,"""5025 S Fort Apache Rd""",Las Vegas,NV,89148,36.097616,-115.297818,3,47,0,Japanese,,,,,
64733,xkGquJpL_-nAg-ZDaVHjPA,"""Sports Deli""",The Strip,"""3799 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1018972,-115.1717762,3,69,1,other,,,,,
64734,3nf-a84p8LC41_WAIvJPjg,"""Grimaldi's Pizzeria""",The Strip,"""3200 Las Vegas Blvd S, Ste 1540""",Las Vegas,NV,89109,36.12732416,-115.1727907,4,267,1,other,,,,,
64926,qmymSqVwHYRqdwfcBatzpQ,"""Vintner Grill""",Summerlin,"""10100 W Charleston Blvd, Ste 150""",Las Vegas,NV,89135,36.15943769,-115.3166287,4,610,1,other,,,,,
64939,vwfdoACBrXFTMA066gKEcQ,"""Lucky's Lounge""",Centennial,"""8025 Farm Rd""",Las Vegas,NV,89131,36.2981172,-115.270739,3,24,1,other,,,,,
65192,dk7pJipvk5MNZotQd9suUA,"""Jimmy John's""",Summerlin,"""10870 W Charleston Blvd, Ste 180""",Las Vegas,NV,89135,36.16118077,-115.3336107,3,75,1,other,,,,,
65572,9B9rmmyvI7uWx9C_BFU59A,"""Smokeit BBQ & Catering""",,"""""",Las Vegas,NV,89105,36.05664122,-115.0652808,5,4,1,other,,,,,
65636,H8p7tEvUmJ2sTxxdmxnrMg,"""Cabo Mexican Restaurant""",,"""2412 W Sahara Ave""",Las Vegas,NV,89102,36.14275092,-115.1739393,2.5,41,1,Mexican,,,,,
65651,7SBtCKKeHbdB6-dIIkcZXw,"""2nd Annual Asian Food Festival""",Southwest,"""3333 Blue Diamond Rd""",Las Vegas,NV,89139,36.041673,-115.184999,3,7,1,other,,,,,
65677,emCZVTnhkDEQUaAz5wJq1w,"""Johnny Rockets""",The Strip,"""3850 Las Vegas Blvd S""",Las Vegas,NV,89109,36.09829582,-115.1748578,2.5,103,1,American,,,,,
65719,PmXqq2nFT6oYvgLxLwrFEQ,"""Jimmy John's""",Northwest,"""5801 W Craig Rd, Ste 100""",Las Vegas,NV,89130,36.23867649,-115.2237759,3.5,57,1,other,,,,,
65725,k0vkHxJTOex5GRpcznaayA,"""McDonald's""",Centennial,"""6595 N Decatur Blvd""",Las Vegas,NV,89131,36.2799115,-115.2071213,2,62,1,other,,,,,
66161,sghGLUOAC_WGEWmv-mZReQ,"""Burger King""",Sunrise,"""1915 N Nellis Blvd""",Las Vegas,NV,89115,36.194565,-115.0625936,1.5,3,1,other,,,,,
66349,Nr5TGaBoGraxbZBCzKyvuA,"""Tacos La Carreta""",Chinatown,"""4130 Spring Mountain Rd""",Las Vegas,NV,89102,36.1266614,-115.1956584,4.5,64,1,other,,,,,
66452,hRZadfm7OEOzk0qjuk8BXg,"""Cantina Laredo""",Westside,"""430 S Rampart Blvd, Ste 110""",Las Vegas,NV,89145,36.1667009,-115.2870029,3.5,389,0,other,,,,,
66609,Xl70366GI5Qao-ORQYCofA,"""China One""",Southeast,"""2447 E Tropicana Ave, Ste 13A""",Las Vegas,NV,89121,36.09944318,-115.1176201,3,59,1,other,,,,,
66655,zpXTbidP23E8Yaxyh8c4HA,"""Port of Subs""",Northwest,"""4412 N Rancho Dr""",Las Vegas,NV,89130,36.2399724,-115.2303475,4,8,0,other,,,,,
66736,J7KlrDFrriWoRkIUVNRPbg,"""Tacos N' Ritas""",The Strip,"""MGM Grand, 3799 Las Vegas Blvd""",Las Vegas,NV,89109,36.1011972,-115.1724261,3,125,1,Mexican,,,,,
67050,iXA3bCGD4HNhx81UC8CEhw,"""Greens To Go""",University,"""4505 S Maryland Pkwy""",Las Vegas,NV,89119,36.10611684,-115.1386392,3.5,6,1,other,,,,,
67078,tthhJbshogN6gxy3fMp58g,"""Cabo Wabo Cantina""",Southeast,"""McCarran Airport Terminal C""",Las Vegas,NV,89119,36.089494,-115.138026,3.5,4,1,other,,,,,
67098,Hg3pn4JwDD0Mm_Hxr-at2w,"""China Star""",The Strip,"""3743 S Las Vegas Blvd, Ste 201 3790""",Las Vegas,NV,89109,36.1062,-115.172,2.5,6,0,Chinese,,,,,
67165,KNTjauGqmib3sG1HWJyKEQ,"""E-Jo Korean Restaurant""",Downtown,"""700 E Sahara Ave, Ste D""",Las Vegas,NV,89104,36.1442771,-115.145359,4,224,1,other,,,,,
67326,9V9RlgqqnPFQJfF_e9Lnmw,"""Baidu China Bistro""",Southwest,"""7625 S Rainbow Blvd, Ste 100""",Las Vegas,NV,89139,36.049805,-115.244096,3.5,132,1,Chinese,,,,,
67416,bY5f0CV5u3L1b7bGuNUA8A,"""El Toque Del Sabor""",Southeast,"""2501 E Tropicana Ave""",Las Vegas,NV,89121,36.0997892,-115.1161582,4.5,41,1,other,,,,,
67424,fcUZ0HlaO1bMW26tzQZVOQ,"""McDonald's""",Southwest,"""3885 Blue Diamond Rd""",Las Vegas,NV,89139,36.03948827,-115.1915115,2,60,1,American,,,,,
67429,SwAZBCyFtVo_8vkRbJhdkA,"""Culinary Dropout""",Eastside,"""4455 Paradise Rd""",Las Vegas,NV,89169,36.109303,-115.15447,4,800,1,American,,,,,
67445,dGuVYsA5DMCm_TjSbX6x7g,"""Windy City Beefs N Pizza""",Southeast,"""9711 S Eastern Ave""",Las Vegas,NV,89183,36.01249907,-115.1195256,4,400,1,other,,,,,
67520,tybTvXOgkOjeXMFbLcSYJA,"""Cafe Diem""",,"""2341 N Rainbow Blvd""",Las Vegas,NV,89108,36.2029728,-115.2424433,4,16,0,American,,,,,
67621,W--NYYk_TqGtq_miUE1Eyw,"""New York Pretzel""",The Strip,"""New York New York Hotel and Casino Mezzanine Level, 3790 Las Vegas Blvd S""",Las Vegas,NV,89109,36.102723,-115.174286,3.5,46,1,other,,,,,
67635,haubHM36Z-enialDObecrw,"""Pellegrino Pizza & Deli""",The Strip,"""3801 Las Vegas Blvd S""",Las Vegas,NV,89119,36.099039,-115.17044,3.5,7,1,other,,,,,
67805,khylDqXpc2hTpuEQ154ZNw,"""Round Table Pizza""",,"""7460 W Lake Mead Blvd, Ste 8""",Las Vegas,NV,89128,36.1972753,-115.256632,3.5,27,0,other,,,,,
67978,GMefGnN17POrLde1PPBzNg,"""Outside Inn""",South Summerlin,"""9941 W Charleston Blvd""",Las Vegas,NV,89117,36.1573134,-115.31363,3,40,0,American,,,,,
67996,RQnaK9dNidUbLLykykUAYA,"""Sushi Boy Desu""",University,"""4632 S Maryland Pkwy, Ste 12""",Las Vegas,NV,89119,36.1049744,-115.1359993,2.5,13,0,Japanese,,,,,
68044,ylwIzIHOjk5ECMoD6Af-cg,"""Dish Function All Chefs""",Downtown,"""1675 Industrial Rd""",Las Vegas,NV,89102,36.1511093,-115.159878,4.5,14,0,other,,,,,
68155,YGBSiJQuQihb8bqa1vFcng,"""Little Caesars""",Westside,"""845 S Rainbow Blvd""",Las Vegas,NV,89145,36.16359478,-115.2444909,2,32,1,other,,,,,
68300,vjFZt8Rt3A3kY7yWh3qmgg,"""The Oyster Bar""",Northwest,"""4949 N Rancho Dr""",Las Vegas,NV,89130,36.250322,-115.245327,3.5,115,1,other,,,,,
68319,lHbFwqgVSaI8ahKL2Ua5dw,"""Pho 777""",Southwest,"""8090 S Durango Dr""",Las Vegas,NV,89113,36.0420917,-115.2787875,3.5,3,0,other,,,,,
68323,0i9S0BejjRv0ZDwdO9XymA,"""Thai Seafood Ginger""",Westside,"""1750 S Rainbow Blvd, Ste 8""",Las Vegas,NV,89146,36.1526137,-115.2426317,4.5,93,1,other,,,,,
68344,JXvLE5CRN88sccZtNeMIrQ,"""Roberto's Taco Shop""",,"""2151 N Rancho Dr""",Las Vegas,NV,89106,36.19947951,-115.1970109,2.5,36,1,Fast Food,,,,,
68551,zT8rz9GG5TXNy3ChGcqWGw,"""Domino's Pizza""",Westside,"""2439 S Valley View Blvd, Ste 110""",Las Vegas,NV,89102,36.145835,-115.1903726,1.5,29,1,other,,,,,
68566,kBfz-4wxdyNb3OOip3e2xw,"""Sushi In Summerlin""",Northwest,"""7450 W Cheyenne Ave, Ste 118""",Las Vegas,NV,89129,36.2190682,-115.2591191,3,36,0,Japanese,,,,,
68704,Cn-3QY2-FHPL73VbZTfGag,"""Jack In The Box""",Eastside,"""3790 E Tropicana Ave""",Las Vegas,NV,89121,36.100611,-115.0920386,2.5,21,1,Fast Food,,,,,
68758,KpJ651uRlKORbZCvs6x6qQ,"""Nikki Beach""",The Strip,"""3801 Las Vegas Blvd S""",Las Vegas,NV,89109,36.099777,-115.1725943,3.5,34,0,other,,,,,
68798,zRqi6L1u-YmmVAHjeUbGMQ,"""SkinnyFATS""",Spring Valley,"""8680 W Warm Springs Rd, Ste 170""",Las Vegas,NV,89148,36.05628236,-115.2804281,4.5,952,1,American,,,,,
68853,7Dk6AeVwPGLNDTHpa8TxuA,"""Cedars Restaurant""",University,"""4440 S Maryland Pkwy, Ste 113""",Las Vegas,NV,89119,36.1087848,-115.1370794,4,5,0,American,,,,,
68873,9km51KaQujxsSgdaG9gYSw,"""Paina Cafe""",Chinatown,"""6870 Spring Mountain Rd, Ste G""",Las Vegas,NV,89146,36.1268192,-115.2421504,4.5,189,1,other,,,,,
68895,fg9Pwv9jDwZz0L02nJtGVA,"""Kapit Bahay""",Chinatown,"""4115 Spring Mountain Rd, Ste 104""",Las Vegas,NV,89102,36.125902,-115.195127,3,71,1,other,,,,,
68936,2Dw0IxKXErYb6apmQ-JtOA,"""Sweet Water Prime Seafood""",Southeast,"""9460 S Eastern Ave""",Las Vegas,NV,89123,36.017627,-115.1182839,2,4,0,other,,,,,
69150,wFaVu_D7LiwAeDl_TxCf8g,"""Pho Vietnam Restaurant""",Chinatown,"""4215 Spring Mountain Rd""",Las Vegas,NV,89102,36.1253808,-115.1959803,3,100,1,other,,,,,
69434,mwE5uNVkxCXvEuVa1KQ_3g,"""Distill - A Local Bar""",Southwest,"""4830 W Pyle Ave""",Las Vegas,NV,89141,36.006571,-115.20638,4,267,1,American,,,,,
69512,BCAw9a_kyx2RddRH9tMmKQ,"""Mr. Lucky's 24-7""",Eastside,"""4455 Paradise Rd""",Las Vegas,NV,89169,36.1091,-115.154526,3.5,802,1,American,,,,,
69692,gBQH64vIkA-kIDFGM290dw,"""Sultan's Grill""",Summerlin,"""1910 Village Center Cir, Ste 7""",Las Vegas,NV,89134,36.19310978,-115.3042087,3.5,124,1,Mediterranean,,,,,
69716,gGqppHYDpINGjRb8ru-dsA,"""Imperial Hawaiian Luau""",The Strip,"""Imperial Palace, 3535 Las Vegas Blvd S""",Las Vegas,NV,89136,36.11829,-115.172535,2,4,0,other,,,,,
69758,BjrKNWhtQkedHw8hP_0Bjg,"""Umami""",Centennial,"""6640 N Durango Dr, Ste 180""",Las Vegas,NV,89149,36.2812358,-115.2867763,4.5,226,1,Japanese,,,,,
69905,77h11eWv6HKJAgojLx8G4w,"""Eggslut""",The Strip,"""3708 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10949406,-115.173819,4,1079,1,other,,,,,
69964,O3OH5IEFMPtz7mPKakPZ3Q,"""Japaneiro""",Southwest,"""7315 W Warm Springs Rd, Ste 170""",Las Vegas,NV,89113,36.055035,-115.250942,4.5,353,1,Japanese,,,,,
69988,2dUXkonsAdoXKAalTnmlig,"""Dimas Tacos""",Northwest,"""5081 N Rainbow Blvd, Ste 103""",Las Vegas,NV,89130,36.254562,-115.2428805,4,35,1,Mexican,,,,,
70125,I6u-OhmI_IUltexEOSCKzg,"""Anime Ramen & Teriyaki""",Chinatown,"""4355 Spring Mountain Rd, Ste 101""",Las Vegas,NV,89102,36.1263392,-115.1983146,3.5,224,0,Japanese,,,,,
70201,FzvFBy5_qsoOz99w_AAD4w,"""WTPho""",Southwest,"""8180 Blue Diamond Rd, Ste 110""",Las Vegas,NV,89178,36.02093,-115.269738,4,216,1,other,,,,,
70273,slx9qstc2U2Tc4s7dzbbBg,"""Basil 'n Lime""",Spring Valley,"""3665 Ft Apache Rd, Ste 100""",Las Vegas,NV,89147,36.1231309,-115.2980291,3.5,180,1,other,,,,,
70368,xq0RhDKNNUg8t3JJUqX3fw,"""Roberto's Taco Shop""",Sunrise,"""3102 Las Vegas Blvd N""",Las Vegas,NV,89115,36.2142864,-115.0982605,2.5,22,1,Fast Food,,,,,
70420,5OqrwhtZ3mcmUSwLINZTWQ,"""Blossom""",The Strip,"""3730 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10676312,-115.1770871,4,262,1,Chinese,,,,,
70430,Yq7u6XXyDITG7I6yKAXU0g,"""Capriotti's""",Southwest,"""5020 Blue Diamond Rd""",Las Vegas,NV,89139,36.032243,-115.210204,2.5,9,1,other,,,,,
70518,YUE5S4ReiM4dq9qkKbDMwg,"""Joe's Crab Shack""",,"""1991 N Rainbow Blvd""",Las Vegas,NV,89108,36.19527408,-115.2426231,3.5,205,0,other,,,,,
70562,nuT8Bgfz7HTJQqbJFddkBw,"""Mad Onion""",Southeast,"""115 E Tropicana Ave""",Las Vegas,NV,89109,36.0993459,-115.167874,3,157,0,American,,,,,
70599,cFQNSy5M-KqzNSuct5FLzA,"""New York Hot Dogs""",Westside,"""1735 S Rainbow Blvd""",Las Vegas,NV,89146,36.1522539,-115.2438386,2.5,3,0,other,,,,,
70654,XjsCGzq5P1pCiAHotA9HCw,"""Round Table Pizza""",,"""8878 S Eastern Ave, Ste 104""",Las Vegas,NV,89123,36.02818,-115.1149077,4,12,0,other,,,,,
70656,GrR5CHz1Wvys6GSWtTup7Q,"""The Wiener's Circle""",Northwest,"""Santa Fe Station""",Las Vegas,NV,89108,36.2490667,-115.2429424,4,6,0,other,,,,,
70659,1eyfFwXY0NCS7SMXmgl_Dw,"""Bertolini's Authentic Trattoria""",Westside,"""9500 W Sahara Ave""",Las Vegas,NV,89117,36.1449499,-115.301818,5,5,0,Italian,,,,,
70787,RGUZF7YaHiBs10ok2sAoWw,"""Silver State Diner""",Eastside,"""3430 Tropicana Ave""",Las Vegas,NV,89121,36.1010489,-115.0999655,4.5,40,1,other,,,,,
70948,5wJrvgv_MUB-BW6DDvfl3g,"""Flavor Flav's House of Flavor""",Eastside,"""3667 Las Vegas Blvd S""",Las Vegas,NV,89169,36.1295416,-115.1325897,2,3,1,American,,,,,
71052,iH6heFdMwPXk9GIO6PwUvA,"""Beerhaus""",The Strip,"""3782 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10340739,-115.1746589,4,283,1,American,,,,,
71178,_e5KDltp_0XNkylTYR1V2w,"""Pho So 1""",Chinatown,"""4745 Spring Mountain Rd""",Las Vegas,NV,89102,36.1249835,-115.2064306,2.5,4,1,other,,,,,
71204,5FFZ8_mhlf4O8g84cjl9og,"""Aloha A Go Go""",Southwest,"""10670 Southern Highlands Pkwy""",Las Vegas,NV,89141,35.995344,-115.2069805,2.5,9,0,other,,,,,
71384,DXYhrg9EXuW8n5QMnCoHAg,"""Burke in the Box""",Southeast,"""McCarran International Airport""",Las Vegas,NV,89119,36.08282213,-115.1391984,2,168,1,American,,,,,
71455,bLieCqMMt4la2i8M2v1TUg,"""Jersey Mike's Subs""",Southeast,"""5757 Wayne Newton Blvd""",Las Vegas,NV,89139,36.08196486,-115.1477225,3.5,37,1,Fast Food,,,,,
71522,_TpHX3oQ_ZXdYiDDhFA3YQ,"""Brazilian Grill""",Southeast,"""9460 S Eastern Ave""",Las Vegas,NV,89123,36.017627,-115.1182839,3,10,0,other,,,,,
71744,QxtvTC-i4kX1raUXCuaxbg,"""Charleston Pizza""",Westside,"""8251 W Charleston Blvd""",Las Vegas,NV,89117,36.15869,-115.2725883,3.5,3,1,other,,,,,
71883,M7dW8WCWN7KlcdA2NxaYvg,"""Einstein Bros Bagels""",University,"""University Of Nevada""",Las Vegas,NV,89154,36.11073247,-115.1413107,2,11,1,other,,,,,
71946,9ehTNgvu0vZgHjWkQqF6KQ,"""Macayo Vegas""",Downtown,"""1741 E Charleston Blvd""",Las Vegas,NV,89104,36.1592393,-115.1261371,3,60,1,Mexican,,,,,
71962,Yqgyx8SJ5SqFYc-4yH6Z1g,"""Bund Shanghai""",Chinatown,"""3545 S Decatur Blvd, Ste A""",Las Vegas,NV,89103,36.12550514,-115.2086907,3.5,139,1,Chinese,,,,,
71981,VeiL_tgw7dsl-7IcnOsh0g,"""Sushi Hiro""",Southeast,"""9460 S Eastern Ave, Ste 130""",Las Vegas,NV,89123,36.01761705,-115.118231,4.5,208,1,Japanese,,,,,
72268,3281FKql3HVOzSVxymjJRg,"""Frijoles & Frescas""",Eastside,"""2490 E Desert Inn Rd""",Las Vegas,NV,89121,36.13013738,-115.1158431,4,32,1,other,,,,,
72546,S6apFS5ghsQg69rcBvm2Qg,"""Capriotti's Sandwich Shop""",South Summerlin,"""11011 W Charleston Blvd""",Las Vegas,NV,89135,36.1564004,-115.3335562,4,85,1,other,,,,,
72604,Pw1v2dO5sZAS5OhqAtYx9w,"""SlickMeals""",Spring Valley,"""6000 S Durango Dr""",Las Vegas,NV,89113,36.079959,-115.279285,4,6,1,other,,,,,
72634,kFMo0ErTOpA8mgLe69iCgg,"""Nathan's Famous""",Eastside,"""3150 Paradise Rd""",Las Vegas,NV,89109,36.132468,-115.155494,3,3,1,other,,,,,
72777,5zpAZqSrsdltaduk67jOow,"""Kabuki Dining Bar""",Eastside,"""3949 S Maryland Pkwy""",Las Vegas,NV,89119,36.1162576,-115.1378386,4,32,0,Japanese,,,,,
72785,rbDqCV2g23K3ZrTxmgoNBg,"""Biscayne Steak, Sea & Wine""",The Strip,"""3801 S Las Vegas Blvd""",Las Vegas,NV,89109,36.0990311,-115.1708014,4,141,0,American,,,,,
72857,1UvrUFk3BXAmueL1KQaKPQ,"""Fiesta Filipina Cuisine""",Southwest,"""8545 W Warm Springs Rd""",Las Vegas,NV,89113,36.05400335,-115.2786049,3.5,58,1,other,,,,,
72881,M22sRJrQqttne1au0uruow,"""Tony Big's Pizza N Pasta""",Eastside,"""3330 E Tropicana Ave, Ste P""",Las Vegas,NV,89121,36.100217,-115.1029978,3.5,3,0,other,,,,,
73007,faPVqws-x-5k2CQKDNtHxw,"""Yardbird Southern Table & Bar""",The Strip,"""3355 Las Vegas Blvd S""",Las Vegas,NV,89109,36.12232802,-115.1701118,4.5,2360,1,American,,,,,
73081,Opxi_-aCcn6S-dj7JzRE2Q,"""Taste Market & Deli""",Westside,"""420 Rampart Blvd, Ste 150""",Las Vegas,NV,89145,36.1671901,-115.2855925,4,4,0,other,,,,,
73250,CH8s9-x2ihaKClSaLkBxYQ,"""Lone Star Steakhouse & Saloon""",University,"""1290 E. Flamingo Rd""",Las Vegas,NV,89119,36.114859,-115.136639,4,5,0,other,,,,,
73343,gqELGWcpWepjV33yzc4Diw,"""Santa Ana Cafe""",Sunrise,"""714 N Nellis Blvd""",Las Vegas,NV,89110,36.1729211,-115.0617643,3.5,13,1,Mexican,,,,,
73395,xhz5C9HzG6M1LLrI9GZJqw,"""Taqueria El Buen Pastor""",,"""640 N Eastern Ave""",Las Vegas,NV,89101,36.1756239,-115.1158412,4,4,0,Mexican,,,,,
73418,12P7GjIoq6oj7qCyJ_c0Ag,"""Little Caesars Pizza""",Northwest,"""4898 W Lone Mountain Rd""",Las Vegas,NV,89130,36.2467534,-115.2093151,2,26,1,Italian,,,,,
73492,JpPguWEzvNATjUJ48xCj8g,"""Pizza My Dear""",Spring Valley,"""9320 W Flamingo Rd, Ste 2""",Las Vegas,NV,89147,36.11520807,-115.2939914,4,75,1,other,,,,,
73695,rS3KdecMS-EF4H3VtmkxBw,"""Angelina's Pizzeria - Charleston""",Sunrise,"""5821 E Charleston Blvd, Ste 217""",Las Vegas,NV,89142,36.15808227,-115.0470829,2.5,118,1,Italian,,,,,
73723,TNvSywzPjr0GU71CfIVbrQ,"""Ny Pasta And Pizza""",Westside,"""W Sahara Ave""",Las Vegas,NV,89146,36.1442029,-115.2313148,5,5,1,other,,,,,
73814,41b2SLmjLcxTGLVRxASiDA,"""Country Club""",,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.12642297,-115.1635365,4,270,0,other,,,,,
73873,lCwqJWMxvIUQt1Re_tDn4w,"""Denny's""",Sunrise,"""310 N Nellis Blvd""",Las Vegas,NV,89110,36.1647748,-115.0616705,2.5,44,1,American,,,,,
